,ECB,ECG,ECG_0_50,ECG_50_100,ECG_100_125,ECG_125_150,ECG_150_185,ECG_185_200,County Name,FIPS County
277,0.08466589042702341,3354762.136046881,503534.286048678,1187054.865370213,508466.8618379042,492624.50136571366,372229.34906522196,84371.28082403139,Las Animas,71
278,0.07856271283373176,679834.7318567492,77492.03530410049,291898.8999189043,113102.96806247318,99497.29613219628,66369.07867710087,8821.732960813662,Lincoln,73
279,0.060447118551496114,2277187.6124378815,502249.06474339555,833562.6950555192,284119.11143785017,284632.88126908155,220932.9810036802,45699.067796680814,Logan,75
280,0.05272481608467103,11147472.49254717,2045122.6672312778,4340714.758528026,1704016.1669376988,1183302.655824212,1003198.749978917,221930.98499195732,Mesa,77
281,0.08434778103852678,208049.9521280302,23527.18356599828,52730.88464772654,40532.06162223977,21965.857580967277,36060.97467224927,9673.031320411515,Mineral,79
282,0.06284382355210638,1511442.1498524458,320361.87522647576,620976.2072710333,219963.99428233522,196925.79166586322,123354.53456522607,14666.103426153266,Moffat,81
283,0.0779982247140371,5057602.392691514,672448.497489321,1522408.4078316265,842915.2338768836,782085.7479540883,655119.2880109856,182800.36307422476,Montezuma,83
284,0.07342160122878313,6931213.081328539,995990.3735337823,2316799.7700032457,1155901.5912567007,1083653.2408781531,846878.2876801539,170285.48949050714,Montrose,85
285,0.06004555485995465,3126702.4127720566,673688.9631499079,1042174.5035786333,402451.1601048615,442576.43724283855,336223.25852754526,54427.018807024804,Morgan,87
286,0.09355393045723737,4484565.301979355,918974.8257733303,1533009.0999552447,529406.0220340168,587389.5854980815,538494.78147812,144585.41004362644,Otero,89
287,0.07889036934139369,1125382.6624398695,117594.31440668005,263285.9486389132,156389.61451224377,177158.92069432978,193991.96873639367,51858.93722220719,Ouray,91
288,0.05883983190786763,1908137.2439168745,234143.82177893535,627573.5048268052,366701.20494698425,311574.80454656325,241731.81370225488,46465.3314411082,Park,93
289,0.07092929131551287,640273.8594534516,49980.237583999755,237149.74146440678,112229.39090331487,113386.55322114158,68771.10176407787,24807.537208687325,Phillips,95
290,0.035638214768841645,628995.6407951048,121633.7899026204,231309.09505218847,93834.67196076615,78020.65052908458,69611.71680387254,17564.570194247146,Pitkin,97
291,0.08707162659228371,2803997.6866997397,358416.2785695766,869635.9758057859,395048.56748860696,468976.63727644423,388205.91157162003,102356.2888483044,Prowers,99
292,0.06467672165111357,18882407.92453224,2999110.3758743596,6970053.228986814,2900455.09582198,2226685.8320338,1824251.4076172153,531521.6424083705,Pueblo,101
293,0.07062582868097181,864686.2070460423,129623.426587725,333598.5655341912,179318.88350143962,115485.42065380873,77787.18221368465,15489.464915982864,Rio Blanco,103
294,0.09326919930211285,3048026.206617449,410770.789301428,871481.2790354345,467139.8003757469,505994.5650356735,442218.20378483593,88500.46618208471,Rio Grande,105
295,0.04523975918028579,1601937.6317072483,401348.934884141,561634.0065903298,272127.34567846084,220305.61915475616,103327.9587517122,19188.543955667086,Routt,107
296,0.09784283756117221,1828146.3217733349,154911.22007753098,723210.0264356708,299666.4029971541,291422.48054227966,199723.11522746502,44057.99726326053,Saguache,109
297,0.08684636479175667,142484.447010175,11467.32007399174,54429.81919720288,23112.88611775634,28029.901488705123,16253.908442870152,4653.762693642873,San Juan,111
298,0.06416370311372221,1251405.4847076093,141712.17208172084,345900.9980316399,188150.81353459676,221767.8099544163,209697.72519968418,51851.30242395677,San Miguel,113
299,0.09913748167900119,653598.6853177226,76710.02505384533,258454.141867751,112436.51926526742,114090.31351122823,50465.449324769244,14205.456491525872,Sedgwick,115
300,0.034610542213606724,981718.3744617813,237141.25405764848,309479.99581904564,136906.70512803373,94120.39707888445,118670.80274805096,24108.752127630596,Summit,117
301,0.0536326419238319,2335064.1310711927,383967.72071687947,846298.554247754,360177.99156675884,348071.32881301217,224225.9256107983,51502.09138701913,Teller,119
302,0.08142630460631797,1096281.240354004,82004.71394703016,382245.7720345618,166086.88922997063,172012.9978446284,190697.56426877534,35691.633425653825,Washington,121
303,0.042130464679243786,14028190.479829961,3158423.519017661,5049716.312321918,1837956.3643311637,1572105.4193968822,1145362.9439466782,272690.75186069513,Weld,123
304,0.0728725456336606,1678209.4117930946,259530.63928822093,506351.273685241,208159.46650934953,224640.999221148,245226.35329779875,71619.52880620267,Yuma,125
